,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
10,44.90865,-35.34872,18.003603,-40.6553,9.14072,1.1082618,-4.2490954,-6.674546,-22.798016,26.721573,0.5452161,-10.148016,13.274597,-44.920967,5.333006,16.954983,-2.7342937,-33.900826,30.948605,-21.042015,-11.099281,1.3545127,-5.0112205,-2.1802616,-6.74371,-2.52707,1.0422336,-3.7036858
11,24.100029,-65.45891,44.60154,-35.930782,2.798704,-4.250739,-13.891342,0.5641334,-10.571983,5.9840846,3.0312274,-22.163422,20.922638,-29.287731,10.436996,-5.274809,-0.49803045,-16.387539,1.7532835,-15.946508,-5.3755507,-6.109376,0.7603302,-0.43766975,-8.909996,-10.789539,1.0170994,4.919113
12,17.264076,-67.52285,36.448097,-48.786774,2.4951572,-0.8739902,-13.185885,-2.6921206,-15.876579,14.58759,1.1849449,-25.424227,29.392403,-44.190636,10.865481,1.4792261,-1.1175638,-20.806387,6.882906,-19.083538,-3.3799932,-0.2082386,-2.6273103,2.0149136,-8.383412,-4.9471397,1.6582298,2.5423908
13,37.884354,-38.42124,13.773502,-34.932823,21.477009,2.0913308,-1.0773699,-5.9544454,-11.865469,12.296795,-9.901136,-14.060133,32.199127,-34.1213,4.2229495,-8.135286,6.2703905,-20.085196,13.634278,-22.24964,-14.795272,8.389571,-1.8711007,-2.5966063,-11.417179,-0.5531244,-7.1143184,3.0865142
14,18.362057,-74.71821,45.424774,-43.3757,0.73455596,-0.8209176,-15.791876,-0.98212004,-14.366592,7.4268475,4.8545847,-26.463566,24.579803,-32.952858,11.407467,-3.807271,-2.2341323,-18.077078,2.5228367,-16.887638,-7.4781213,-5.4644156,2.2067282,-0.827384,-5.7076797,-11.704756,4.340249,1.2125158
15,19.662413,-55.530304,29.533875,-59.692436,3.4188337,8.41605,-8.466788,-7.5990725,-17.623493,22.705158,4.3721695,-27.571884,28.876272,-45.699394,5.76148,9.159344,1.2357757,-24.197197,8.937679,-16.387999,-1.7057674,4.3230486,-7.072689,-2.6433494,-4.8131895,-2.8357668,-0.35019922,1.216712
16,33.42023,-51.37687,40.946636,-30.12462,-0.33315444,2.9471426,-5.5726724,-1.91878,-6.2420034,3.3803997,-3.3158016,-15.1094475,18.985205,-17.155813,8.648573,-6.8282576,-1.1206578,-16.292147,8.80821,-23.130917,-6.310468,1.5689323,0.5775745,0.4823227,-15.656495,-12.453159,-8.007711,8.693948
17,16.108055,-75.14551,44.07965,-46.35924,0.2201159,-4.9441643,-12.203677,-2.7471497,-12.923975,9.538011,-0.86148024,-22.07931,22.80413,-32.883835,6.0351458,0.3767705,-4.112115,-17.745115,6.1349983,-22.167286,-2.05766,-7.136442,2.271392,-0.15063906,-6.360853,-7.048127,0.83662415,4.298172
18,33.25321,-57.250187,31.23273,-41.83899,8.21244,8.636495,-12.789278,-3.3848543,-11.388735,24.18357,-2.611019,-24.94257,29.454548,-45.27053,-3.4302573,8.350138,10.100008,-19.540565,9.871096,-14.453176,-6.2358446,-1.6374266,-6.0705028,0.1388154,-9.62008,-8.511298,1.1220808,3.3116329
19,42.779533,-73.56245,46.201363,-35.460354,0.025332212,-7.461375,-11.63551,2.1759822,-10.679155,4.7808766,1.6938217,-20.648863,18.730703,-24.474958,11.756762,-7.866947,-0.2522714,-16.553091,3.8142471,-21.19984,-2.5456321,-6.518198,0.043484688,2.3787017,-13.085007,-6.4127874,-4.526428,10.881872
20,37.676308,-76.82787,40.58676,-51.818047,0.85108757,-4.899173,-10.750473,0.18712628,-16.78239,13.427405,-0.6897712,-20.91359,23.380516,-39.31697,6.924082,4.12805,-2.195972,-19.651728,4.785301,-19.374275,-1.139252,-1.2219586,-4.258565,4.122567,-10.910702,-0.5789137,0.085354805,5.4358554
21,50.746666,-50.303093,18.810722,-46.144176,31.513594,2.7409222,-4.4165893,8.942901,-13.341371,23.950275,-15.345597,-13.393814,22.406933,-42.05941,4.823961,10.468082,-0.5914638,-24.645203,6.2506676,-16.607327,-3.6951275,5.65801,-12.77552,3.7602034,-11.3754635,-8.515506,0.100524426,0.7956815
22,54.313038,-90.26785,47.65876,-41.348015,-2.5189848,2.5170197,-23.268234,3.4822726,-12.797679,8.684314,-1.1545355,-21.74193,25.304565,-33.578304,8.414936,-2.0749292,-1.212693,-17.391535,-0.91521263,-13.770837,-10.287941,-2.3103776,-2.7008872,3.5857062,-7.657648,-11.148315,2.8882527,3.8175383
23,36.3789,-66.78088,30.07559,-54.69479,8.640766,2.934595,-15.440668,1.9996564,-3.1781003,20.067036,-4.7183948,-14.088308,18.77008,-39.406574,0.8559897,13.389696,0.4345901,-30.936028,8.026665,-9.185676,-9.136455,6.9202676,-5.3583117,-3.501412,-9.357585,-6.644166,5.8764772,4.747758
24,44.450706,-77.6082,49.352005,-32.826244,10.20189,-8.376358,-12.825215,0.1787641,-15.987853,9.564537,2.9085853,-8.143445,14.015276,-21.626352,6.8947754,-6.6237864,-0.15443254,-14.856644,3.2287388,-11.19309,-7.672577,-12.301992,-11.0638075,6.224401,-10.216789,-2.069223,-0.66973495,2.05486
25,39.94153,-93.499664,50.031013,-51.118023,2.1900814,-3.0197728,-14.70234,0.4112724,-19.131416,14.063025,-1.5874549,-20.193146,21.999428,-34.351997,4.7321987,2.9382472,-3.3931313,-16.984623,3.2916517,-19.67136,-5.30515,-1.8680108,-4.5683355,4.78346,-10.659725,-2.062129,-2.17702,5.4035134
26,48.679497,-58.296448,22.082954,-41.307327,14.5238285,13.148031,-12.544844,-1.8259912,-10.683689,21.774212,5.8649845,-21.82492,20.867714,-30.589952,-1.314195,6.524953,-12.444151,-15.671616,20.272966,-24.532997,-14.643448,8.258482,-4.7137337,-10.708171,-2.3301287,-4.103446,-1.7683866,-1.646656
27,37.272224,-93.69414,52.697792,-43.84545,2.0556889,-5.3941154,-12.211121,-0.99349976,-14.884651,8.34312,4.408168,-22.664244,22.085442,-29.517925,7.0228195,-3.8446574,-1.2283597,-16.230553,1.767107,-16.006931,-9.3479805,-7.266834,-1.0448895,2.167417,-7.4764385,-8.010958,-0.6985812,4.8801165
28,35.536232,-83.11231,38.487423,-58.006573,3.7187295,1.7159841,-12.180559,-2.509213,-16.110098,19.751389,1.6975088,-26.605022,24.022161,-38.08909,5.220099,7.4654884,-0.5570067,-23.464767,5.9609566,-17.520336,-7.0728045,4.438533,-6.6088614,-2.0471506,-6.4645634,-0.73870754,-3.9569173,4.432567
29,34.95849,-63.964478,44.94404,-31.244547,4.351282,-4.7636957,-6.7553883,1.0491105,-6.5680866,9.133968,1.7618693,-11.335365,19.349857,-19.424408,7.972845,-1.596273,-1.6484325,-14.145867,3.6854873,-16.449997,-8.655811,-6.34796,-11.219849,-2.265871,-11.346867,-0.5939779,-0.9356489,-5.2046313
30,21.339912,-84.33476,44.86576,-44.76758,-0.4545169,-3.737088,-14.259677,-2.4936213,-15.522942,10.376799,3.3036742,-23.786758,25.226374,-37.743977,10.033158,-1.8891273,-0.16302288,-20.022652,4.674367,-19.462782,-7.4647827,-3.053563,-1.9743581,2.2646432,-7.0360527,-8.098069,2.5384521,2.9031506
31,36.15949,-57.906303,26.778643,-43.529373,20.321934,6.014016,-12.123164,-8.695102,-11.85791,25.036427,-2.008684,-22.445444,22.535505,-43.282333,0.78991055,8.524363,5.1512322,-31.453976,20.509098,-8.63891,-15.71529,3.2448435,-9.669849,-3.34514,-3.2516422,-2.0597415,-8.755986,9.316526
32,12.744501,-72.63376,41.50892,-34.458633,1.7349424,-4.679943,-13.737812,-0.053120375,-14.087019,6.37829,4.4229617,-19.972157,22.596596,-31.216888,8.699744,-5.4528213,0.5102682,-15.833507,1.215353,-17.098362,-6.8088346,-9.006046,-0.53302956,0.29840803,-6.155895,-11.374322,3.3391852,1.8549232
33,8.9559965,-70.087715,33.77562,-47.689163,-0.42060566,-1.5369122,-13.15555,-3.778926,-17.7807,16.347538,1.1893926,-24.337894,29.42065,-45.144585,12.463146,3.4024296,-0.8505521,-20.85183,4.778513,-20.645603,-1.5178748,-0.22967482,-4.025787,-0.628366,-6.2176466,-4.861616,3.57728,-0.9577694
34,31.643005,-39.313507,19.516293,-29.472717,19.054203,0.10989162,-1.7688336,-7.7725334,-7.1927776,8.387999,-4.629862,-13.585034,27.658907,-40.261116,8.263488,8.668013,-1.910298,-33.904854,14.125673,-15.141529,-1.8649144,-2.1700654,-19.582836,5.946371,-2.1429691,0.15576696,-2.4769676,-7.1661205
35,12.692474,-80.47188,42.181393,-37.479958,0.6033039,-6.9579053,-14.995491,1.3985826,-15.803453,7.415404,2.5661607,-22.984108,27.163551,-34.858307,9.007193,-3.9840465,-3.0126011,-16.176212,2.5843592,-17.127972,-8.984142,-5.253954,-0.8072157,2.670291,-5.695614,-12.311325,3.482061,2.0047636
36,21.848164,-53.942577,24.139826,-55.44938,3.4947927,6.0237904,-10.343081,-2.0093822,-21.107445,20.210314,6.268468,-22.684042,32.81556,-51.79659,6.1650953,14.197294,0.7956481,-30.14987,11.823006,-16.235521,-2.5369003,4.835597,-13.812922,-6.4152412,2.7038507,-6.303333,-3.2055614,-0.47116518
37,29.59074,-60.8785,40.80709,-30.168678,5.164809,-3.8556085,-9.648775,1.8743443,-9.5046,1.5391567,0.89824617,-15.043148,24.097319,-22.039267,11.068078,-13.342158,1.2169423,-16.68295,6.7067385,-15.833444,-6.8365088,-6.2637396,-4.2947054,-0.119172096,-9.958031,-11.454662,-3.7879987,5.974818
38,12.415981,-73.73773,41.545273,-45.47225,1.3703189,-5.409313,-13.630487,-0.25863075,-13.968082,8.729,1.300496,-25.983315,30.497929,-40.898994,11.627401,-4.1563196,1.2377253,-22.77563,5.981044,-19.695099,-3.7340326,-3.3106709,-2.63255,2.3076682,-6.065197,-7.807172,0.6442604,5.0598874
39,28.321215,-54.89451,24.63673,-35.921547,11.37577,9.57211,-7.419823,-1.9701757,-10.593975,20.762547,-0.09021187,-30.048906,30.607285,-37.69378,2.7623584,-2.5538893,3.751383,-9.381655,10.473453,-25.98193,-6.0255203,6.034565,-9.08839,-4.279476,-1.4613457,-11.908039,-9.824402,5.19853
40,21.979256,-73.847244,44.425484,-39.083458,2.4588194,-5.6476808,-13.108296,1.2482319,-14.855055,4.454783,4.199436,-20.736282,24.899347,-33.391,11.086758,-5.1174464,-2.6286073,-18.242525,4.599291,-17.485727,-7.839931,-7.3937426,-1.6916487,1.7738152,-6.7262506,-10.347278,2.0579448,2.01411
41,20.521414,-66.79431,34.01769,-53.88212,4.2630577,-1.7949016,-11.186462,-1.6587956,-16.652758,17.059864,0.08178592,-23.85543,27.498648,-45.3497,9.435787,6.7353473,-4.2151594,-22.737322,8.173076,-19.585121,-1.3496965,0.6478417,-5.1379576,-1.4694238,-3.2055302,-5.0399823,2.0079331,-0.442698
42,33.36132,-55.74849,31.197365,-32.12538,5.874798,-4.302408,-0.5335498,2.6085134,-5.8205504,13.80648,-5.6155844,-6.0366817,20.241085,-17.720587,14.638461,1.1387396,2.8365698,-19.919931,3.1024475,-17.113953,-11.186843,-7.7931104,-5.7141867,-8.620862,-8.496271,-5.8838725,-8.8039465,-1.3183522
43,27.439133,-83.48378,41.258476,-39.797718,-0.22667551,-3.3391047,-15.306887,-0.38770747,-14.576894,9.171619,2.5309215,-23.37476,23.541039,-35.125183,7.0122914,1.3594074,-4.5438433,-16.345371,1.9419518,-18.121805,-6.423713,-6.495438,0.30871892,1.4423447,-7.634594,-6.180026,-0.9252677,5.3264275
44,33.22858,-55.06905,20.132801,-42.621178,17.701607,3.5913491,-8.855378,-3.5073261,-10.074117,24.45937,-1.4021099,-18.767975,26.800072,-45.38841,-0.48785025,19.479746,0.8439864,-31.503048,12.17663,-6.554453,-18.944115,4.2324896,-10.071655,-4.4105086,1.3281975,-8.825947,-3.328073,1.1612749
45,44.630165,-76.922035,39.873703,-34.874893,3.423751,-3.9091144,-15.63784,2.1183438,-15.153248,13.375782,-3.7839844,-16.667885,20.090927,-28.282797,8.685772,-8.371696,5.166703,-20.6619,5.631014,-19.668898,-8.371658,-7.8091764,-0.7305691,3.4352064,-11.535647,-7.188319,1.4331455,2.8399272
46,38.709923,-74.246506,31.38033,-46.38974,2.698495,-2.821011,-12.879574,-2.03651,-17.86142,22.08228,-7.823206,-22.158463,25.197908,-39.34798,10.382075,-0.06909323,2.4897702,-24.740715,9.377659,-22.168045,-1.9871948,-2.0849104,-3.0157037,1.0265956,-7.4346256,-3.2004242,0.31817913,3.9098425
47,32.082577,-40.327095,20.252499,-33.445797,15.182352,2.1522527,8.746245,-5.0868382,-3.1362512,12.921421,-12.054554,-4.981562,17.335526,-30.121702,5.174889,-2.3513181,9.495808,-21.722692,-0.40053368,-16.706926,-0.021596909,-0.7046919,-7.96731,-6.202444,-6.8297367,-1.410759,-8.859328,-3.6085188
48,31.242817,-79.6603,45.099022,-42.93984,-0.9353845,-1.7709203,-15.336921,-1.5309982,-10.911458,4.2742295,3.8104937,-22.05586,20.973389,-28.887135,1.3849223,6.0357885,-8.677884,-15.152979,1.5926094,-19.331806,-3.0102272,-9.22304,-0.7799423,2.712194,-7.3649607,-8.916846,2.1792479,2.087494
49,28.538235,-53.97229,21.396473,-59.32846,16.991472,6.6147556,-10.511026,-1.1007152,-7.6849737,28.34623,-0.36391115,-27.065166,22.76085,-31.247578,4.049783,13.0997095,-9.283474,-21.825043,18.861721,-25.236057,-6.0417624,7.342601,-10.540103,-10.000397,-4.019517,-1.3742986,-5.7563725,-0.24204397
50,28.98991,-74.64535,44.64445,-33.539154,4.328006,-5.814583,-12.990184,2.8986607,-12.848528,6.3548856,2.440476,-18.489706,19.873484,-27.060076,11.369879,-7.884833,-1.2266449,-16.716612,4.2239323,-16.363068,-11.149923,-8.027208,-0.75039077,1.6655598,-6.717862,-10.289738,0.9696512,1.3780918
51,17.867512,-76.25404,38.8001,-44.447212,0.83993316,-5.3455224,-12.939381,0.06494856,-14.52396,11.954638,0.46683276,-24.870876,26.571781,-41.115707,10.45476,2.1820455,-1.9593672,-20.336071,5.52565,-18.333408,-5.7500424,-2.298511,-2.5342212,-0.26842308,-4.854761,-8.114896,2.423152,2.9445505
52,32.25144,-48.71601,17.626278,-27.49513,9.029263,8.792749,-6.5715785,3.3719091,-4.254392,16.53214,-2.186893,-21.20417,29.428358,-38.2412,0.20484656,-1.125246,-4.5366993,-27.121944,18.587425,-12.611435,-12.774088,-3.3432798,2.9035726,-0.94247913,-4.4668274,-5.056444,-6.7007422,-3.8462682
53,14.851936,-82.49614,46.876648,-40.707817,1.9456489,-7.459564,-11.189721,-0.7183652,-16.761395,9.867594,2.3004146,-22.131165,22.80635,-33.78246,8.459002,-1.9350271,-3.0859184,-17.805586,5.113303,-20.41822,-6.0839024,-9.129001,2.1133208,-0.40452957,-4.9692707,-11.676065,2.6858716,3.6011486
54,16.128675,-65.355965,27.597057,-56.50682,7.1881404,0.9081757,-11.930852,-1.0853658,-15.786623,23.681393,-0.6431358,-26.154892,27.378033,-46.19966,9.690172,11.620119,-1.5491061,-28.36403,12.318192,-17.937256,-5.5875874,3.4746554,-8.452411,-4.502305,-2.1765976,-6.903434,-2.3417425,3.5278096
55,33.150185,-71.53439,43.86995,-31.022453,5.8889647,-5.4855556,-13.344449,1.6330792,-12.521328,11.794905,3.2731853,-14.578493,15.633928,-24.063885,8.605927,-5.9303856,2.3496153,-16.544203,5.2733583,-18.256804,-8.631689,-6.516032,-6.55542,0.5370412,-10.515778,-4.7175407,1.4215703,-0.96065617
56,19.852657,-82.493324,41.384094,-43.313904,1.1185942,-6.063917,-13.210053,-3.4536228,-14.848801,12.6716385,1.1971036,-24.42994,24.86967,-36.229355,5.996801,4.2027397,-3.3605769,-21.06549,7.6700573,-21.833221,-4.585598,-3.4354298,-3.7693744,5.3743615,-10.922097,-5.1153035,1.6070852,3.2185163
57,30.629745,-55.57993,27.57383,-31.568935,12.576911,12.889551,-20.898188,2.3468046,-10.14607,17.975903,3.591299,-21.241741,21.897518,-43.678062,7.872745,2.5978076,-6.1137123,-21.634106,19.733753,-16.254246,-10.236072,-3.8431852,-1.3953772,-1.295084,-5.573454,-3.4809246,-7.865417,-5.685435
58,20.220686,-78.1125,46.456673,-37.685295,1.1425385,-5.417536,-15.800259,2.8857164,-16.646769,11.296486,-2.146111,-17.774338,22.005863,-32.27433,7.0495334,-3.4699993,-0.09675133,-18.506298,3.822094,-19.541004,-6.547104,-8.033318,-0.8495047,2.0046897,-6.5659904,-11.321419,3.8462029,1.2628746
59,16.67856,-66.374084,31.88425,-52.10328,3.2056017,1.5003027,-16.316847,-0.7342614,-14.965436,20.699852,-1.8774642,-25.94185,26.275087,-40.561565,8.463444,7.152213,-0.5528512,-26.994507,10.369135,-17.736708,-6.112855,2.0779371,-5.9834943,-2.188263,-4.6737995,-6.8910885,2.0442533,2.6184592
60,42.017815,-55.5616,30.276787,-25.934948,4.5513716,5.3764133,-10.791374,-2.5479317,-5.4474773,12.802759,2.898128,-10.503227,16.917538,-19.228905,8.621949,-3.0708904,7.097404,-24.306458,5.1118093,-13.00393,-5.311628,-13.013574,-5.3223,-5.5848584,-5.548177,-8.0197735,-3.898698,-5.6746774
61,32.00479,-80.6599,45.847687,-47.85579,3.008801,-3.7048242,-15.618568,-1.308738,-14.580593,10.2154,-0.9199667,-21.068806,24.286379,-35.263626,5.87937,1.4026699,-2.793097,-18.597637,2.754712,-18.536041,-5.5857754,-5.6872926,0.5548465,-1.4371605,-4.278673,-8.670609,1.4485908,4.6017847
62,36.374657,-49.593643,21.16684,-47.151936,21.320446,7.4321723,-12.692459,-0.6223569,-11.976343,27.762363,-4.680311,-25.749193,18.373055,-34.150314,4.610507,8.228657,-5.771425,-25.804798,31.664923,-27.967056,-8.943993,9.218641,-9.292285,-14.323964,2.0841694,-4.079745,-9.1146965,2.0366158
63,42.498516,-73.657,40.14392,-35.456154,4.1906624,-2.536923,-17.557474,3.7800992,-15.894789,11.158449,-3.3509703,-13.0047655,16.529684,-24.199625,3.5019307,-3.3957953,-0.9236579,-17.40183,4.5093803,-19.097296,-7.1357946,-8.999363,0.6690211,-0.7200813,-5.7226496,-11.082162,2.09305,2.0601563
64,36.992138,-71.82927,30.723738,-45.923737,1.2282486,-0.274894,-18.310495,2.758274,-18.290056,18.973274,-6.455552,-19.462185,23.759504,-37.046127,6.2005396,4.768872,-3.5814085,-19.671469,7.436495,-23.860533,0.43549848,-0.99221516,-4.297208,-3.3616729,-1.4601507,-6.178732,2.4459496,-0.567893
65,34.25867,-40.55254,22.259682,-32.540077,1.5390353,12.912466,-3.7526653,6.6647615,-2.257056,9.263885,-7.371002,-6.6554394,18.02776,-31.41259,7.1557417,0.4622326,5.5166187,-16.90294,1.6843414,-20.975449,-4.1290584,-1.4277492,-3.8623524,-8.5963,-6.3689485,-7.568038,5.857093,-15.452017
66,20.553104,-78.81945,43.878593,-38.703377,-3.2901144,-0.35877693,-18.065374,-0.4308958,-12.643602,6.9775324,2.7033834,-22.207157,21.77941,-33.478992,8.5460825,-1.9036441,-2.092657,-19.99107,6.7999554,-22.598583,-4.0247107,-7.8072543,-0.6250975,2.3613577,-6.2952976,-9.811798,2.104257,4.157014
67,20.17239,-49.767242,20.830914,-55.972324,16.565788,7.864701,-14.423567,-7.884256,-5.6250787,27.88684,0.18217814,-26.09874,24.193756,-39.603653,7.4295316,8.740484,-4.1906524,-24.231241,23.823847,-23.039482,-12.094392,3.8131452,-11.395228,1.5464597,-7.409462,-3.0172124,-6.1263413,5.152235
68,21.895044,-69.14372,39.808777,-32.290497,10.133962,-9.643215,-11.512685,0.6842768,-10.48429,6.031813,-3.2895083,-7.383793,12.439562,-23.256874,4.5632353,-4.3540087,2.0151346,-19.737814,9.286536,-24.138351,-1.1762204,-14.105042,0.9020784,-0.8837247,-5.221245,-11.171521,1.5109673,5.112303
69,8.583203,-69.61278,33.038498,-42.659702,5.7766647,-9.935657,-11.8630905,-2.592427,-10.2391615,9.024414,-3.2348027,-15.308769,17.316822,-34.801888,6.107417,5.6829705,-2.6772556,-24.607079,11.784969,-25.417194,1.8628855,-9.378746,2.2019515,-1.0162611,-5.707653,-7.7549057,3.3241677,3.895153
70,22.333738,-48.699364,28.595478,-29.223663,15.02405,12.060762,-14.778326,-3.3147748,-7.8493123,12.318529,-0.6430664,-13.889726,23.90515,-40.767616,6.093793,0.7760806,0.32809943,-22.914879,7.0094824,-10.6720915,3.6139708,-17.393578,-8.936811,0.70182467,3.6280432,-6.658579,-7.056571,2.6395407
71,16.074333,-76.40486,40.0046,-33.994804,-0.040578365,-3.934187,-16.132212,0.6355243,-15.873168,10.377096,1.2414093,-20.013609,22.985903,-35.76704,10.282704,-2.2536936,-4.47855,-14.149758,2.360817,-21.415922,-4.597474,-9.704997,3.147284,-1.8870234,-4.27353,-11.746321,4.0775194,1.8155937
72,19.17255,-59.478962,25.742107,-53.32632,5.3866177,3.3877752,-21.955849,-0.73462,-12.359129,26.69469,-3.6479595,-26.311535,22.145449,-40.02295,14.367487,9.807665,-7.5231647,-22.023144,11.806685,-24.53233,-2.6481323,5.493661,-6.3875866,-10.377018,-5.5998755,-5.327177,2.5268917,4.9877234
73,23.074669,-66.60243,37.80761,-21.506126,8.371107,-4.384732,-14.771526,-1.6895161,-8.542756,12.777027,2.423854,-9.763697,14.916213,-25.570555,8.539808,-3.1256208,2.7002187,-13.298514,3.5746765,-19.385918,-8.087642,-8.697796,-2.8554053,-4.1872363,-0.71442604,-14.77655,-2.593769,-4.338854
74,0.18367195,-69.58894,35.932133,-38.70555,0.6328685,-7.523316,-14.959785,-0.048009872,-15.133284,11.546316,-2.3010454,-18.098286,22.203491,-36.84159,10.284956,-1.9687805,-2.626784,-19.283566,6.1983166,-24.211609,-0.35673934,-6.6719723,-1.0662122,0.71083164,-3.897706,-10.13864,2.5711083,3.6909761
75,26.37377,-48.406033,20.185465,-38.3928,16.594206,1.1596649,-10.51875,-4.6287293,-6.329084,14.656651,-8.215231,-24.159649,28.52457,-37.269188,12.7488785,4.465153,-3.7817342,-30.259304,19.122967,-20.467064,-8.475734,3.5009778,-6.5612693,3.255566,-9.432576,-8.367165,3.7808144,4.1544333
76,24.626701,-60.23227,39.620583,-37.54481,6.6968765,-3.4988654,-18.656235,2.9870577,-10.791065,8.013546,-1.0070319,-19.198364,22.44415,-30.15929,15.055189,-12.371335,-0.6237657,-13.637752,3.9467888,-19.636553,-8.725257,-4.8728657,-2.7912679,1.151309,-7.9251823,-10.6038265,1.5790696,1.1293697
77,17.288403,-57.368034,30.453753,-51.07631,5.1013336,-0.026942372,-18.279646,-0.33916903,-11.42511,16.33102,-4.147442,-22.3384,28.10979,-44.3526,14.674538,-1.8432407,-3.0154188,-18.502151,5.2408085,-21.163422,-0.811499,2.0406408,-6.798972,1.9723387,-7.045149,-6.4087806,3.0623057,2.375308
78,31.216152,-55.387337,28.697872,-23.575686,6.7228703,4.0297365,-7.2563953,-6.804328,-4.2087793,9.887274,-10.824198,-5.591701,24.854849,-27.857191,10.38733,-6.9749613,-2.966195,-27.355125,8.595343,-18.16584,-0.671629,2.5841749,-13.537135,4.027913,-6.8307905,-6.340783,0.03875971,-6.300881
79,17.106401,-68.938034,38.021103,-38.964226,3.2884624,-0.47121084,-23.109175,5.9377027,-15.748789,10.4451475,-1.5044922,-23.514864,29.512432,-38.99818,14.401682,-8.320684,-2.206988,-15.822178,3.7837467,-19.118797,-6.784283,-6.663174,1.3528857,-1.5954237,-1.2971916,-16.508863,6.846677,0.06562424
80,19.143816,-51.276,20.178799,-53.502556,9.736368,5.3317637,-18.866476,-0.05117047,-11.94697,19.950697,0.92155266,-27.776371,30.509033,-48.25731,15.167262,1.7008028,-9.44154,-17.689156,15.309397,-20.95827,-2.602091,7.58525,-13.0349245,-3.39333,-5.4543934,-8.099073,1.2426462,7.015691
81,35.428112,-49.506493,35.46438,-33.04127,8.345073,6.967597,-17.24444,-3.5098147,-6.324505,8.889376,-4.7669353,-13.924164,25.684116,-24.525307,14.546085,-7.998411,-3.5780282,-16.615038,6.8187857,-17.077374,-7.408968,-3.2841644,-3.404272,-4.431187,-10.4149,-10.863417,-2.669625,1.7673669
